CustomerID,CustomerName,Segment,Tier,FirstPurchaseDate,LastPurchaseDate,TotalPurchaseValue,NumberOfOrders,AvgOrderValue,PreferredChannel,Region,Country
C1671,SMB_Customer_1671,SMB,Bronze,2022-02-01,2024-10-11,3772.3,9,419.14,Online,North America,USA
C1672,Enterprise_Customer_1672,Enterprise,Silver,2022-05-28,2024-05-13,7463.7,4,1865.93,Online,Asia Pacific,Australia
C1673,SMB_Customer_1673,SMB,Silver,2023-05-22,2023-11-21,9786.68,3,3262.23,Online,North America,Canada
C1674,Retail_Customer_1674,Retail,Bronze,2022-07-24,2023-12-21,2383.9,4,595.97,Online,Europe,Mexico
C1675,Enterprise_Customer_1675,Enterprise,Bronze,2022-01-11,2024-09-18,1808.37,4,452.09,Online,Asia Pacific,Australia
C1676,SMB_Customer_1676,SMB,Bronze,2022-05-12,2024-08-13,4156.54,4,1039.14,Online,Europe,France
C1677,Retail_Customer_1677,Retail,Bronze,2022-03-26,2022-03-26,161.25,1,161.25,Distributor,Europe,France
C1678,Retail_Customer_1678,Retail,Bronze,2022-01-18,2022-01-18,188.16,1,188.16,Online,Europe,Germany
C1679,Government_Customer_1679,Government,Bronze,2022-04-13,2022-04-13,90.2,1,90.2,Distributor,North America,Canada
C1680,Retail_Customer_1680,Retail,Bronze,2022-04-30,2023-07-09,3274.81,5,654.96,Online,Europe,China
C1681,Enterprise_Customer_1681,Enterprise,Bronze,2022-07-06,2023-07-23,3097.69,3,1032.56,Online,North America,Canada
C1682,Retail_Customer_1682,Retail,Bronze,2023-07-04,2024-06-13,763.47,2,381.74,Corporate,Europe,France
C1683,SMB_Customer_1683,SMB,Bronze,2023-09-12,2023-09-12,271.16,1,271.16,Retail Store,Europe,Spain
C1684,Enterprise_Customer_1684,Enterprise,Silver,2022-09-25,2024-03-15,8420.85,5,1684.17,Retail Store,North America,Mexico
C1685,Enterprise_Customer_1685,Enterprise,Bronze,2022-09-06,2024-03-11,582.3,2,291.15,Online,Europe,Spain
C1686,SMB_Customer_1686,SMB,Bronze,2022-09-01,2023-08-01,3914.65,4,978.66,Online,North America,Canada
C1687,Enterprise_Customer_1687,Enterprise,Bronze,2023-01-25,2023-12-02,3220.69,4,805.17,Online,Asia Pacific,Australia
C1688,Retail_Customer_1688,Retail,Bronze,2023-02-15,2023-09-07,806.88,3,268.96,Retail Store,North America,USA
C1689,SMB_Customer_1689,SMB,Bronze,2022-03-11,2022-03-11,2435.24,1,2435.24,Distributor,Europe,Spain
C1690,Retail_Customer_1690,Retail,Bronze,2022-04-14,2023-07-22,684.92,3,228.31,Online,Europe,Germany
C1691,Retail_Customer_1691,Retail,Bronze,2022-02-11,2024-09-17,658.93,3,219.64,Distributor,North America,Canada
C1692,Retail_Customer_1692,Retail,Bronze,2022-04-12,2024-12-10,4001.47,6,666.91,Retail Store,North America,Mexico
C1693,Retail_Customer_1693,Retail,Bronze,2022-04-17,2024-11-17,3268.1,6,544.68,Retail Store,Europe,Italy
C1694,Enterprise_Customer_1694,Enterprise,Bronze,2022-03-02,2024-11-26,3065.69,6,510.95,Online,Asia Pacific,China
C1695,SMB_Customer_1695,SMB,Bronze,2022-02-19,2024-04-15,3680.6,3,1226.87,Online,Asia Pacific,Australia
C1696,SMB_Customer_1696,SMB,Bronze,2022-01-23,2024-12-20,2632.16,10,263.22,Retail Store,Asia Pacific,Japan
C1697,Retail_Customer_1697,Retail,Bronze,2022-03-17,2024-04-29,665.11,4,166.28,Retail Store,North America,Mexico
C1698,Government_Customer_1698,Government,Bronze,2023-11-01,2024-11-26,1909.91,3,636.64,Retail Store,Asia Pacific,China
C1699,Enterprise_Customer_1699,Enterprise,Bronze,2022-05-08,2022-05-08,164.64,1,164.64,Retail Store,North America,USA
C1700,Retail_Customer_1700,Retail,Bronze,2022-05-25,2024-10-10,785.98,5,157.2,Corporate,Asia Pacific,Japan
C1701,Retail_Customer_1701,Retail,Bronze,2022-02-07,2024-05-22,488.06,3,162.69,Online,Asia Pacific,Japan
C1702,SMB_Customer_1702,SMB,Bronze,2024-01-24,2024-01-24,66.26,1,66.26,Online,North America,Canada
C1703,Retail_Customer_1703,Retail,Bronze,2022-06-10,2024-02-29,1455.1,3,485.03,Online,North America,Australia
C1704,Retail_Customer_1704,Retail,Bronze,2022-12-16,2024-03-31,1893.83,3,631.28,Online,Asia Pacific,Australia
C1705,Retail_Customer_1705,Retail,Bronze,2022-06-10,2024-10-02,2040.15,5,408.03,Retail Store,North America,Canada
C1706,SMB_Customer_1706,SMB,Bronze,2022-10-18,2024-04-30,3340.86,4,835.22,Retail Store,North America,USA
C1707,SMB_Customer_1707,SMB,Bronze,2022-03-26,2024-07-17,1226.47,5,245.29,Online,Europe,Canada
C1708,Retail_Customer_1708,Retail,Bronze,2022-02-23,2024-12-04,3893.49,5,778.7,Corporate,North America,USA
C1709,Enterprise_Customer_1709,Enterprise,Bronze,2022-04-27,2024-09-28,4529.64,7,647.09,Retail Store,Europe,Spain
C1710,Retail_Customer_1710,Retail,Silver,2022-02-01,2024-07-28,6002.8,4,1500.7,Online,North America,Australia
C1711,Retail_Customer_1711,Retail,Bronze,2022-02-16,2023-10-20,1130.59,3,376.86,Retail Store,Asia Pacific,Australia
C1712,SMB_Customer_1712,SMB,Bronze,2022-11-18,2023-03-23,1622.24,2,811.12,Online,North America,Canada
C1713,SMB_Customer_1713,SMB,Silver,2022-04-10,2024-08-28,7237.05,5,1447.41,Online,Europe,Italy
C1714,Retail_Customer_1714,Retail,Silver,2022-03-19,2024-09-23,7068.86,4,1767.22,Retail Store,North America,Canada
C1715,Enterprise_Customer_1715,Enterprise,Bronze,2022-09-18,2024-03-04,2318.47,3,772.82,Online,Asia Pacific,Canada
C1716,Enterprise_Customer_1716,Enterprise,Bronze,2022-01-31,2023-12-08,2089.4,5,417.88,Online,North America,USA
C1717,SMB_Customer_1717,SMB,Bronze,2022-04-16,2024-12-10,3145.38,3,1048.46,Corporate,North America,Canada
C1718,Enterprise_Customer_1718,Enterprise,Bronze,2022-06-30,2024-01-12,1081.31,4,270.33,Retail Store,North America,Australia
C1719,Retail_Customer_1719,Retail,Bronze,2022-08-07,2024-08-30,4202.47,5,840.49,Online,Europe,Spain
C1720,SMB_Customer_1720,SMB,Bronze,2024-10-09,2024-11-30,141.96,2,70.98,Online,Europe,Germany
C1721,Government_Customer_1721,Government,Bronze,2022-03-05,2024-10-24,1445.78,6,240.96,Corporate,Europe,Germany
C1722,SMB_Customer_1722,SMB,Bronze,2022-04-03,2022-04-03,120.03,1,120.03,Retail Store,North America,Canada
C1723,Enterprise_Customer_1723,Enterprise,Bronze,2022-12-27,2024-02-16,864.64,5,172.93,Corporate,North America,Mexico
C1724,SMB_Customer_1724,SMB,Bronze,2022-05-05,2024-11-26,2117.43,4,529.36,Online,North America,USA
C1725,Retail_Customer_1725,Retail,Bronze,2022-06-10,2022-12-13,286.9,2,143.45,Online,North America,Canada
C1726,Enterprise_Customer_1726,Enterprise,Bronze,2022-04-16,2024-11-07,1725.99,2,863.0,Corporate,Europe,Canada
C1727,Enterprise_Customer_1727,Enterprise,Bronze,2022-01-19,2023-08-29,2912.27,5,582.45,Retail Store,Europe,Canada
C1728,SMB_Customer_1728,SMB,Bronze,2022-05-20,2024-10-10,1987.96,4,496.99,Online,Europe,Germany
C1729,Retail_Customer_1729,Retail,Bronze,2022-03-14,2023-10-12,1576.46,3,525.49,Distributor,Asia Pacific,France
C1730,SMB_Customer_1730,SMB,Bronze,2022-03-22,2024-07-17,1798.66,5,359.73,Online,North America,Mexico
C1731,Retail_Customer_1731,Retail,Silver,2023-10-26,2023-12-16,7874.64,2,3937.32,Online,Europe,Germany
C1732,Retail_Customer_1732,Retail,Bronze,2022-02-17,2024-12-13,3512.39,5,702.48,Online,Europe,France
C1733,SMB_Customer_1733,SMB,Bronze,2022-06-29,2024-09-28,4559.17,4,1139.79,Online,North America,Canada
C1734,Retail_Customer_1734,Retail,Silver,2022-05-30,2024-02-12,5014.29,3,1671.43,Corporate,Europe,Canada
C1735,SMB_Customer_1735,SMB,Bronze,2022-09-22,2024-12-07,3185.74,3,1061.91,Corporate,Asia Pacific,Mexico
C1736,Retail_Customer_1736,Retail,Silver,2022-05-10,2024-08-16,5089.94,5,1017.99,Online,Europe,Italy
C1737,SMB_Customer_1737,SMB,Bronze,2024-09-20,2024-11-06,1847.52,2,923.76,Corporate,Europe,Canada
C1738,SMB_Customer_1738,SMB,Bronze,2024-02-13,2024-04-05,1260.25,2,630.12,Retail Store,Europe,Canada
C1739,Retail_Customer_1739,Retail,Bronze,2022-02-17,2024-07-13,3110.08,4,777.52,Online,North America,Canada
C1740,Government_Customer_1740,Government,Bronze,2022-01-14,2024-08-04,4649.71,7,664.24,Retail Store,Asia Pacific,Mexico
C1741,Enterprise_Customer_1741,Enterprise,Bronze,2022-02-14,2024-01-23,3436.84,3,1145.61,Corporate,North America,China
C1742,Enterprise_Customer_1742,Enterprise,Bronze,2022-04-10,2024-08-27,2925.03,5,585.01,Online,Europe,USA
C1743,Enterprise_Customer_1743,Enterprise,Bronze,2022-01-18,2024-04-02,612.56,3,204.19,Distributor,North America,Mexico
C1744,SMB_Customer_1744,SMB,Bronze,2022-06-08,2024-12-13,4360.36,3,1453.45,Corporate,North America,Germany
C1745,Retail_Customer_1745,Retail,Silver,2022-12-30,2024-10-21,5461.9,5,1092.38,Online,Europe,France
C1746,Enterprise_Customer_1746,Enterprise,Bronze,2022-07-23,2024-09-14,2317.94,3,772.65,Retail Store,North America,Canada
C1747,Retail_Customer_1747,Retail,Silver,2022-03-06,2024-09-03,5170.14,5,1034.03,Retail Store,North America,Mexico
C1748,Retail_Customer_1748,Retail,Bronze,2022-10-23,2024-01-23,701.01,3,233.67,Corporate,Europe,France
C1749,Enterprise_Customer_1749,Enterprise,Bronze,2024-08-27,2024-08-27,2066.05,1,2066.05,Distributor,North America,USA
C1750,Retail_Customer_1750,Retail,Silver,2022-11-10,2024-08-31,7383.25,4,1845.81,Corporate,North America,Canada
C1751,Retail_Customer_1751,Retail,Bronze,2022-06-05,2024-09-23,408.79,3,136.26,Retail Store,Asia Pacific,Australia
C1752,Retail_Customer_1752,Retail,Bronze,2023-11-18,2024-09-30,988.3,2,494.15,Online,Asia Pacific,Australia
C1753,Enterprise_Customer_1753,Enterprise,Bronze,2024-01-10,2024-04-20,513.03,2,256.52,Distributor,Europe,UK
C1754,Enterprise_Customer_1754,Enterprise,Silver,2023-04-18,2024-07-19,5419.21,4,1354.8,Online,North America,Australia
C1755,Enterprise_Customer_1755,Enterprise,Bronze,2023-11-26,2024-04-16,643.34,3,214.45,Corporate,North America,Mexico
C1756,Retail_Customer_1756,Retail,Silver,2022-05-05,2024-06-27,5631.28,5,1126.26,Distributor,Europe,France
C1757,Enterprise_Customer_1757,Enterprise,Bronze,2024-10-23,2024-11-23,829.41,2,414.7,Online,Europe,Mexico
C1758,Enterprise_Customer_1758,Enterprise,Bronze,2022-12-20,2022-12-20,935.64,1,935.64,Online,North America,Canada
C1759,Retail_Customer_1759,Retail,Bronze,2022-08-23,2023-03-31,1229.9,4,307.47,Corporate,North America,USA
C1760,SMB_Customer_1760,SMB,Silver,2022-06-16,2024-09-06,5353.97,6,892.33,Online,Asia Pacific,Australia
C1761,SMB_Customer_1761,SMB,Silver,2022-07-17,2024-11-29,6149.82,7,878.55,Online,Europe,Canada
C1762,Retail_Customer_1762,Retail,Bronze,2022-05-06,2024-10-21,1830.9,3,610.3,Online,North America,Japan
C1763,Retail_Customer_1763,Retail,Bronze,2023-01-17,2024-09-23,807.34,4,201.83,Retail Store,North America,Canada
C1764,SMB_Customer_1764,SMB,Silver,2022-08-03,2024-12-14,7751.86,8,968.98,Online,Europe,Mexico
C1765,Government_Customer_1765,Government,Bronze,2023-11-26,2024-06-09,2421.92,3,807.31,Online,Europe,Italy
C1766,SMB_Customer_1766,SMB,Bronze,2023-03-09,2024-11-04,1650.12,4,412.53,Online,North America,Mexico
C1767,Enterprise_Customer_1767,Enterprise,Bronze,2022-06-29,2023-09-16,1095.62,5,219.12,Online,North America,USA
C1768,Enterprise_Customer_1768,Enterprise,Bronze,2022-02-21,2023-12-16,1968.8,9,218.76,Online,Europe,France
C1769,Enterprise_Customer_1769,Enterprise,Bronze,2022-07-26,2024-03-29,2060.16,3,686.72,Retail Store,Europe,France
C1770,SMB_Customer_1770,SMB,Bronze,2022-03-06,2024-08-19,2054.13,5,410.83,Retail Store,Europe,Mexico
C1771,Retail_Customer_1771,Retail,Bronze,2022-08-26,2024-09-11,2610.02,3,870.01,Online,North America,Canada
C1772,Enterprise_Customer_1772,Enterprise,Bronze,2022-03-08,2024-08-22,1694.4,7,242.06,Online,Europe,Italy
C1773,Enterprise_Customer_1773,Enterprise,Bronze,2023-02-06,2024-08-27,4699.82,5,939.96,Retail Store,Europe,Germany
C1774,Enterprise_Customer_1774,Enterprise,Bronze,2023-04-12,2024-12-28,537.04,4,134.26,Online,North America,Canada
C1775,Enterprise_Customer_1775,Enterprise,Bronze,2022-03-14,2023-06-08,574.0,3,191.33,Retail Store,North America,France
C1776,Retail_Customer_1776,Retail,Bronze,2022-01-21,2023-07-17,2971.07,4,742.77,Retail Store,North America,Canada
C1777,Retail_Customer_1777,Retail,Bronze,2022-06-11,2022-12-08,2797.3,2,1398.65,Distributor,North America,Mexico
C1778,Retail_Customer_1778,Retail,Bronze,2022-06-12,2024-07-25,4402.6,3,1467.53,Retail Store,North America,Canada
C1779,Retail_Customer_1779,Retail,Bronze,2022-07-16,2023-08-30,459.02,3,153.01,Retail Store,North America,Canada
C1780,Retail_Customer_1780,Retail,Bronze,2022-02-08,2024-08-10,783.93,2,391.96,Distributor,Europe,Germany
C1781,Retail_Customer_1781,Retail,Bronze,2023-01-17,2024-10-23,1141.51,4,285.38,Online,Europe,Canada
C1782,Retail_Customer_1782,Retail,Bronze,2023-12-01,2024-12-26,1943.25,3,647.75,Online,Europe,Germany
C1783,Government_Customer_1783,Government,Silver,2022-09-05,2023-07-13,7110.75,3,2370.25,Retail Store,Europe,Canada
C1784,Retail_Customer_1784,Retail,Bronze,2024-02-08,2024-12-28,648.72,3,216.24,Online,Asia Pacific,Australia
C1785,Enterprise_Customer_1785,Enterprise,Silver,2022-05-21,2023-11-03,9299.41,4,2324.85,Corporate,North America,Canada
C1786,Enterprise_Customer_1786,Enterprise,Silver,2022-01-14,2024-08-15,7891.16,4,1972.79,Retail Store,Europe,USA
C1787,Enterprise_Customer_1787,Enterprise,Bronze,2024-02-21,2024-04-17,693.21,2,346.6,Online,Asia Pacific,Canada
C1788,Enterprise_Customer_1788,Enterprise,Bronze,2022-03-05,2024-08-22,539.02,3,179.67,Online,Europe,Germany
C1789,Retail_Customer_1789,Retail,Bronze,2022-08-16,2023-05-26,975.25,2,487.62,Online,Asia Pacific,France
C1790,Retail_Customer_1790,Retail,Bronze,2022-08-26,2024-11-05,299.34,3,99.78,Retail Store,Asia Pacific,Japan
C1791,SMB_Customer_1791,SMB,Bronze,2022-08-23,2024-01-15,1245.86,3,415.29,Online,North America,Italy
C1792,Retail_Customer_1792,Retail,Bronze,2022-12-13,2023-05-04,1503.18,3,501.06,Retail Store,North America,France
C1793,Retail_Customer_1793,Retail,Bronze,2023-06-13,2024-08-04,406.43,3,135.48,Online,Europe,Canada
C1794,Retail_Customer_1794,Retail,Bronze,2022-08-28,2024-01-24,962.57,3,320.86,Online,North America,Canada
C1795,SMB_Customer_1795,SMB,Bronze,2022-01-24,2024-01-15,1003.46,3,334.49,Distributor,Europe,Australia
C1796,Retail_Customer_1796,Retail,Silver,2022-05-27,2024-10-16,5219.37,6,869.9,Online,North America,Canada
C1797,Retail_Customer_1797,Retail,Bronze,2023-04-13,2023-04-13,1098.12,1,1098.12,Online,Europe,France
C1798,Retail_Customer_1798,Retail,Bronze,2022-06-12,2024-09-21,1354.0,6,225.67,Corporate,North America,Mexico
C1799,SMB_Customer_1799,SMB,Bronze,2022-05-05,2024-06-26,810.3,3,270.1,Online,North America,USA
C1800,Retail_Customer_1800,Retail,Bronze,2024-02-01,2024-12-09,2850.16,3,950.05,Corporate,North America,China
C1801,SMB_Customer_1801,SMB,Bronze,2023-07-09,2024-02-06,351.69,2,175.84,Distributor,Europe,Germany
C1802,SMB_Customer_1802,SMB,Bronze,2022-11-11,2023-05-25,2925.34,4,731.34,Retail Store,North America,USA
C1803,Retail_Customer_1803,Retail,Bronze,2023-01-10,2024-11-16,975.29,3,325.1,Online,North America,Canada
C1804,Enterprise_Customer_1804,Enterprise,Bronze,2022-05-20,2023-03-07,362.6,2,181.3,Corporate,Europe,Germany
C1805,Enterprise_Customer_1805,Enterprise,Bronze,2022-10-24,2024-05-23,2227.83,3,742.61,Online,North America,Mexico
C1806,SMB_Customer_1806,SMB,Silver,2022-04-24,2022-12-05,5759.66,3,1919.89,Online,Asia Pacific,Singapore
C1807,SMB_Customer_1807,SMB,Bronze,2022-02-01,2023-05-13,111.52,2,55.76,Corporate,North America,Mexico
C1808,Retail_Customer_1808,Retail,Bronze,2022-07-10,2024-03-09,922.37,3,307.46,Online,Europe,France
C1809,Retail_Customer_1809,Retail,Bronze,2022-06-24,2024-10-03,2319.21,7,331.32,Online,Asia Pacific,Mexico
C1810,Retail_Customer_1810,Retail,Bronze,2022-05-22,2023-08-20,2233.12,4,558.28,Online,Europe,Germany
C1811,Government_Customer_1811,Government,Bronze,2022-02-17,2024-10-16,2095.69,4,523.92,Corporate,Asia Pacific,Australia
C1812,Retail_Customer_1812,Retail,Bronze,2022-09-23,2024-02-04,294.33,2,147.16,Online,North America,Canada
C1813,Retail_Customer_1813,Retail,Bronze,2022-04-10,2024-02-02,1388.12,3,462.71,Distributor,Asia Pacific,Italy
C1814,Retail_Customer_1814,Retail,Silver,2022-08-26,2023-11-07,6499.92,4,1624.98,Corporate,Europe,UK
C1815,Enterprise_Customer_1815,Enterprise,Bronze,2023-08-08,2024-07-26,1072.49,6,178.75,Corporate,Europe,France
C1816,Government_Customer_1816,Government,Bronze,2022-09-11,2024-04-29,2501.09,4,625.27,Online,North America,USA
C1817,Retail_Customer_1817,Retail,Bronze,2023-02-09,2023-12-29,1123.6,3,374.53,Online,North America,Canada
C1818,Enterprise_Customer_1818,Enterprise,Bronze,2022-06-22,2024-07-20,2680.93,3,893.64,Online,Asia Pacific,Canada
C1819,Retail_Customer_1819,Retail,Bronze,2022-05-02,2024-07-24,3568.52,3,1189.51,Online,Asia Pacific,Canada
C1820,SMB_Customer_1820,SMB,Silver,2022-05-26,2023-09-08,6400.07,2,3200.04,Corporate,Asia Pacific,China
C1821,Enterprise_Customer_1821,Enterprise,Bronze,2023-02-21,2024-12-23,2572.24,4,643.06,Online,Asia Pacific,Singapore
C1822,Retail_Customer_1822,Retail,Bronze,2023-01-07,2023-07-20,224.86,2,112.43,Corporate,Europe,Spain
C1823,SMB_Customer_1823,SMB,Silver,2022-11-20,2022-11-20,6827.7,1,6827.7,Online,North America,Canada
C1824,Government_Customer_1824,Government,Bronze,2022-10-03,2024-09-17,503.21,2,251.6,Corporate,Asia Pacific,Japan
C1825,SMB_Customer_1825,SMB,Bronze,2022-07-14,2024-01-29,1352.93,4,338.23,Distributor,Europe,Canada
C1826,SMB_Customer_1826,SMB,Silver,2022-07-31,2024-08-04,6885.01,5,1377.0,Online,Asia Pacific,France
C1827,Retail_Customer_1827,Retail,Bronze,2022-10-31,2024-09-11,1640.92,4,410.23,Retail Store,North America,Canada
C1828,Retail_Customer_1828,Retail,Bronze,2022-07-20,2023-06-23,431.76,2,215.88,Online,Europe,Italy
C1829,Retail_Customer_1829,Retail,Bronze,2022-03-25,2022-07-13,1025.81,3,341.94,Online,North America,USA
C1830,Retail_Customer_1830,Retail,Bronze,2023-04-16,2024-10-30,810.44,3,270.15,Corporate,North America,Canada
C1831,SMB_Customer_1831,SMB,Bronze,2022-12-06,2023-12-03,1242.36,3,414.12,Online,Asia Pacific,China
C1832,Retail_Customer_1832,Retail,Bronze,2024-03-31,2024-03-31,142.52,1,142.52,Online,North America,Mexico
C1833,SMB_Customer_1833,SMB,Bronze,2022-03-31,2023-09-08,3970.46,6,661.74,Online,North America,USA
C1834,Retail_Customer_1834,Retail,Bronze,2023-06-13,2024-12-22,1665.62,4,416.4,Online,Asia Pacific,China
C1835,Enterprise_Customer_1835,Enterprise,Bronze,2022-03-20,2024-01-11,1850.14,4,462.54,Online,Europe,Germany
C1836,Retail_Customer_1836,Retail,Silver,2022-02-01,2024-09-24,6123.83,4,1530.96,Online,Europe,Germany
C1837,Retail_Customer_1837,Retail,Silver,2023-09-05,2024-11-15,6864.39,5,1372.88,Online,North America,Canada
C1838,Retail_Customer_1838,Retail,Bronze,2022-02-20,2024-06-02,2687.27,5,537.45,Online,North America,Canada
C1839,Retail_Customer_1839,Retail,Bronze,2022-01-01,2022-06-13,1805.81,3,601.94,Distributor,North America,Canada
C1840,SMB_Customer_1840,SMB,Bronze,2024-06-03,2024-06-03,308.56,1,308.56,Distributor,Europe,UK
C1841,Retail_Customer_1841,Retail,Bronze,2022-04-08,2023-09-12,523.79,2,261.9,Online,North America,Mexico
C1842,SMB_Customer_1842,SMB,Bronze,2024-03-15,2024-04-01,549.25,2,274.62,Retail Store,Europe,Germany
C1843,Enterprise_Customer_1843,Enterprise,Bronze,2022-07-31,2023-09-22,1582.6,4,395.65,Corporate,North America,Canada
C1844,SMB_Customer_1844,SMB,Bronze,2022-09-19,2024-02-09,3533.13,5,706.63,Online,Asia Pacific,China
C1845,Retail_Customer_1845,Retail,Bronze,2022-06-18,2024-01-04,665.31,3,221.77,Online,North America,Japan
C1846,Retail_Customer_1846,Retail,Bronze,2023-03-25,2024-05-11,1200.46,3,400.15,Corporate,North America,Mexico
C1847,Retail_Customer_1847,Retail,Bronze,2022-03-31,2023-10-15,2217.36,5,443.47,Online,Asia Pacific,China
C1848,Government_Customer_1848,Government,Bronze,2022-06-07,2024-09-13,4612.66,3,1537.55,Online,Asia Pacific,Australia
C1849,Government_Customer_1849,Government,Silver,2023-04-03,2024-07-06,5872.39,6,978.73,Online,North America,Canada
C1850,Retail_Customer_1850,Retail,Bronze,2022-02-15,2024-08-18,560.06,3,186.69,Online,North America,USA
C1851,Enterprise_Customer_1851,Enterprise,Silver,2022-04-13,2023-09-16,6102.4,5,1220.48,Retail Store,Europe,Italy
C1852,Enterprise_Customer_1852,Enterprise,Bronze,2022-01-20,2023-06-21,2545.57,3,848.52,Online,North America,Canada
C1853,Retail_Customer_1853,Retail,Bronze,2022-12-20,2024-04-14,1039.25,3,346.42,Online,North America,Canada
C1854,Enterprise_Customer_1854,Enterprise,Silver,2022-06-08,2023-12-12,8749.72,5,1749.94,Corporate,Europe,Italy
C1855,Enterprise_Customer_1855,Enterprise,Silver,2022-06-19,2024-02-07,6817.6,4,1704.4,Online,Asia Pacific,Australia
C1856,SMB_Customer_1856,SMB,Bronze,2022-11-13,2024-08-03,410.43,3,136.81,Corporate,Europe,Germany
C1857,Retail_Customer_1857,Retail,Bronze,2022-07-24,2024-07-10,2568.25,2,1284.12,Distributor,Europe,Mexico
C1858,Retail_Customer_1858,Retail,Bronze,2022-11-18,2024-09-16,1588.42,6,264.74,Online,Asia Pacific,Canada
C1859,Retail_Customer_1859,Retail,Bronze,2022-01-07,2024-12-04,4260.01,4,1065.0,Online,North America,Mexico
C1860,Government_Customer_1860,Government,Bronze,2022-03-18,2024-10-07,4377.52,7,625.36,Retail Store,North America,USA
C1861,SMB_Customer_1861,SMB,Silver,2022-12-08,2023-10-05,5058.54,2,2529.27,Corporate,Europe,France
C1862,SMB_Customer_1862,SMB,Bronze,2022-01-23,2024-11-09,1427.52,4,356.88,Corporate,Europe,Canada
C1863,Government_Customer_1863,Government,Silver,2022-02-14,2024-08-09,9455.88,7,1350.84,Retail Store,Europe,Germany
C1864,SMB_Customer_1864,SMB,Bronze,2023-04-13,2023-04-13,512.73,1,512.73,Retail Store,North America,Canada
C1865,Enterprise_Customer_1865,Enterprise,Bronze,2023-01-13,2024-09-26,483.63,2,241.82,Corporate,North America,Mexico
C1866,Retail_Customer_1866,Retail,Bronze,2022-08-23,2024-09-02,832.08,2,416.04,Distributor,Europe,Canada
C1867,Retail_Customer_1867,Retail,Bronze,2022-06-27,2022-06-27,566.72,1,566.72,Retail Store,Europe,Italy
C1868,Enterprise_Customer_1868,Enterprise,Silver,2022-05-09,2024-03-05,6681.0,5,1336.2,Online,Asia Pacific,Italy
C1869,SMB_Customer_1869,SMB,Bronze,2022-04-26,2023-09-16,3702.22,4,925.56,Retail Store,Europe,UK
C1870,Enterprise_Customer_1870,Enterprise,Bronze,2022-02-21,2023-11-09,1135.95,4,283.99,Online,North America,Canada
C1871,SMB_Customer_1871,SMB,Bronze,2022-04-30,2024-09-13,574.83,2,287.42,Online,Asia Pacific,Canada
C1872,Retail_Customer_1872,Retail,Silver,2022-12-22,2024-09-02,8053.76,3,2684.59,Distributor,North America,China
C1873,Retail_Customer_1873,Retail,Bronze,2022-10-23,2024-12-22,3373.52,8,421.69,Online,North America,Canada
C1874,Retail_Customer_1874,Retail,Bronze,2022-03-29,2024-10-28,1533.15,5,306.63,Corporate,North America,Canada
C1875,SMB_Customer_1875,SMB,Silver,2022-01-14,2024-02-07,9847.73,5,1969.55,Corporate,North America,USA
C1876,SMB_Customer_1876,SMB,Bronze,2022-01-21,2024-12-13,3650.03,7,521.43,Online,North America,Mexico
C1877,Retail_Customer_1877,Retail,Bronze,2022-11-25,2024-11-21,1728.19,4,432.05,Online,North America,USA
C1878,SMB_Customer_1878,SMB,Bronze,2022-06-22,2024-11-23,4358.86,4,1089.72,Retail Store,North America,Canada
C1879,SMB_Customer_1879,SMB,Bronze,2022-06-14,2024-12-28,3027.71,3,1009.24,Retail Store,North America,USA
C1880,Enterprise_Customer_1880,Enterprise,Silver,2022-01-29,2024-09-07,8809.07,10,880.91,Online,North America,Mexico
C1881,SMB_Customer_1881,SMB,Bronze,2022-04-03,2023-05-26,4410.76,3,1470.25,Corporate,Europe,Germany
C1882,SMB_Customer_1882,SMB,Bronze,2023-01-09,2024-04-10,4877.76,4,1219.44,Retail Store,Asia Pacific,Australia
C1883,Enterprise_Customer_1883,Enterprise,Bronze,2022-02-25,2023-02-27,783.44,3,261.15,Online,Asia Pacific,Australia
C1884,Retail_Customer_1884,Retail,Bronze,2022-05-25,2024-12-14,1974.73,4,493.68,Retail Store,Asia Pacific,USA
C1885,Enterprise_Customer_1885,Enterprise,Bronze,2022-06-14,2023-10-15,1761.03,3,587.01,Corporate,North America,USA
C1886,Retail_Customer_1886,Retail,Bronze,2024-03-06,2024-03-06,154.6,1,154.6,Corporate,North America,Mexico
C1887,Enterprise_Customer_1887,Enterprise,Bronze,2023-06-13,2023-10-23,1133.2,3,377.73,Retail Store,North America,Canada
C1888,Retail_Customer_1888,Retail,Bronze,2022-03-27,2023-04-13,4653.34,4,1163.34,Online,North America,Canada
C1889,SMB_Customer_1889,SMB,Silver,2022-03-31,2023-12-05,6940.62,7,991.52,Online,North America,Canada
C1890,Enterprise_Customer_1890,Enterprise,Bronze,2022-04-07,2024-10-11,2500.74,4,625.18,Corporate,North America,Canada
C1891,Retail_Customer_1891,Retail,Bronze,2022-03-19,2024-07-15,1260.64,4,315.16,Online,North America,Canada
C1892,Enterprise_Customer_1892,Enterprise,Bronze,2022-03-18,2024-07-01,1613.41,4,403.35,Online,Europe,Canada
C1893,Retail_Customer_1893,Retail,Bronze,2022-07-14,2024-08-16,2889.39,5,577.88,Online,Europe,Spain
C1894,SMB_Customer_1894,SMB,Bronze,2023-08-10,2024-09-28,3375.27,3,1125.09,Corporate,Europe,France
